time,neem,wais,gisp2
172.0,-1.4405179325980914e-09,8.291951202499537e-08,1.3801734833920323e-08
172.5,-1.3804963520731708e-09,8.161920604631631e-08,1.2901621692577694e-08
173.0,-1.3204747715482503e-09,8.111908836220898e-08,1.2001508551235064e-08
173.5,-1.2604531910233298e-09,8.111908836220898e-08,1.1201407981152726e-08
174.0,-1.2004316104984095e-09,8.151918250949483e-08,1.040130741107039e-08
174.5,-1.140410029973489e-09,8.201930019360218e-08,9.701219412248342e-09
175.0,-1.0903920462027218e-09,8.241939434088803e-08,9.021133927678358e-09
175.5,-1.0403740624319547e-09,8.25194178777095e-08,8.391054728738516e-09
176.0,-9.85354280284111e-10,8.211932373042364e-08,7.810981815428821e-09
176.5,-9.363366561887594e-10,8.101906482538751e-08,7.260912673497214e-09
177.0,-8.893197514442383e-10,7.921864116260111e-08,6.750848560069724e-09
177.5,-8.433032063751326e-10,7.6618029205243e-08,6.270788218020321e-09
178.0,-7.992873806568577e-10,7.311720541649169e-08,5.820731647349006e-09
178.5,-7.572722742894132e-10,6.881619333316864e-08,5.410680105181809e-09
179.0,-7.172578872727997e-10,6.371499295527388e-08,5.020631077266668e-09
179.5,-6.792442196070167e-10,5.791362781962885e-08,4.660585820729617e-09
180.0,-6.42230911616649e-10,5.161214499987649e-08,4.320543078444623e-09
180.5,-6.072183229771121e-10,4.501059156965973e-08,4.0105041075377175e-09
181.0,-5.742064536884058e-10,3.810896752897857e-08,3.72046765088287e-09
181.5,-5.431953037505303e-10,3.120734348829741e-08,3.4504337084800807e-09
182.0,-5.121841538126547e-10,2.440574298443772e-08,3.2004022803293507e-09
182.5,-4.841740829010252e-10,1.800423662786389e-08,2.9603721093046495e-09
183.0,-4.5616401198939556e-10,1.220287149221886e-08,2.7503457096580355e-09
183.5,-4.3115502010401205e-10,7.001647577502624e-09,2.540319310011422e-09
184.0,-4.0614602821862854e-10,2.6506237257688508e-09,2.360296681742896e-09
184.5,-3.821373960086604e-10,-7.821840579438646e-10,2.18027405347437e-09
185.0,-3.6012948314952284e-10,-3.2207578856512074e-09,2.0202539394579027e-09
185.5,-3.3912192996580066e-10,-4.651094462198172e-09,1.8702350825674643e-09
186.0,-3.1911473645749384e-10,-5.081195670530476e-09,1.7302174828030551e-09
186.5,-3.001079026246024e-10,-4.541068571694559e-09,1.6002011401646754e-09
187.0,-2.821014284671262e-10,-3.130736702511888e-09,1.4801860546523248e-09
187.5,-2.650953139850654e-10,-9.75229484009294e-10,1.3701722262660032e-09
188.0,-2.500899188538353e-10,1.8104260164685358e-09,1.2601583978796818e-09
188.5,-2.3408416404718986e-10,5.051188609484036e-09,1.170147083745419e-09
189.0,-2.2007912859137504e-10,8.562014751917495e-09,1.0801357696111558e-09
189.5,-2.0707445281097563e-10,1.220287149221886e-08,9.961252097525104e-10
190.0,-1.9507013670599152e-10,1.5703695280970174e-08,9.191155298820854e-10
190.5,-1.8306582060100742e-10,1.9004471996078553e-08,8.491067299998808e-10
191.0,-1.7206186417143868e-10,2.18051310270796e-08,7.840985586806909e-10
191.5,-1.620582674172853e-10,2.4105672373973324e-08,7.230908902119126e-10
192.0,-1.5205467066313185e-10,2.5706048963116775e-08,6.680839760187519e-10
192.5,-1.4305143358439378e-10,2.6606260794509973e-08,6.160774389634e-10
193.0,-1.3504855618107106e-10,2.670628433133144e-08,5.690715304710627e-10
193.5,-1.2704567877774834e-10,2.6006119573581178e-08,5.250659991165341e-10
194.0,-1.2004316104984093e-10,2.4505766521259188e-08,4.840608448998143e-10
194.5,-1.1404100299734889e-10,2.2305248711186935e-08,4.4705619353350614e-10
