time,gisp2
185.5,1.8702350825674643e-09
186.0,1.7302174828030551e-09
186.5,1.6002011401646754e-09
187.0,1.4801860546523248e-09
187.5,1.3701722262660032e-09
188.0,1.2601583978796818e-09
188.5,1.170147083745419e-09
189.0,1.0801357696111558e-09
189.5,9.961252097525104e-10
190.0,9.191155298820854e-10
190.5,8.491067299998808e-10
191.0,7.840985586806909e-10
191.5,7.230908902119126e-10
192.0,6.680839760187519e-10
192.5,6.160774389634e-10
193.0,5.690715304710627e-10
193.5,5.250659991165341e-10
194.0,4.840608448998143e-10
194.5,4.4705619353350614e-10
195.0,4.120517935924039e-10
195.5,3.8004777078911034e-10
196.0,3.510441251236256e-10
196.5,3.2304060517074384e-10
197.0,2.980374623556708e-10
197.5,2.7503457096580354e-10
198.0,2.540319310011422e-10
198.5,2.350295424616867e-10
199.0,2.1702727963483407e-10
199.5,2.0002514252058442e-10
200.0,1.850232568315406e-10
