time,neem
118.0,4.411586168581655e-06
118.5,4.121481862711206e-06
119.0,3.84138115359491e-06
119.5,3.5812876379869216e-06
120.0,3.3412013158872396e-06
120.5,3.111118590541711e-06
121.0,2.9010430587044895e-06
121.5,2.700971123621421e-06
122.0,2.5209063820466596e-06
122.5,2.3408416404718985e-06
123.0,2.1807840924054436e-06
123.5,2.0307301410931426e-06
124.0,1.8806761897808415e-06
124.5,1.750629431976847e-06
125.0,1.6305862709270063e-06
125.5,1.510543109877165e-06
126.0,1.4005035455814776e-06
126.5,1.3004675780399435e-06
127.0,1.210435207252563e-06
127.5,1.1204028364651823e-06
128.0,1.0303704656778015e-06
128.5,9.583445690478967e-07
129.0,8.873190320934077e-07
129.5,8.202949338405798e-07
130.0,7.582726339648286e-07
130.5,7.012521324661542e-07
131.0,6.472327099937258e-07
131.5,5.972147262229587e-07
132.0,5.51198181153853e-07
132.5,5.081827151109933e-07
133.0,4.681683280943797e-07
133.5,4.3115502010401204e-07
134.0,3.961424314644751e-07
134.5,3.641309218511842e-07
135.0,3.351204912641393e-07
135.5,3.0711042035250974e-07
136.0,2.8210142846712624e-07
136.5,2.58092796257158e-07
137.0,2.3708524307343584e-07
137.5,2.1707804956512903e-07
138.0,1.9807121573223755e-07
138.5,1.8106510125017675e-07
139.0,1.6505934644353131e-07
139.5,1.510543109877165e-07
140.0,1.3704927553190174e-07
140.5,1.2504495942691763e-07
141.0,1.1304064332193356e-07
141.5,1.0303704656778014e-07
142.0,9.343359368379287e-08
142.5,8.463042854013786e-08
143.0,7.65275151692736e-08
143.5,6.912485357120008e-08
144.0,6.232240777837575e-08
144.5,5.6020141823259105e-08
145.0,5.0418127640933194e-08
145.5,4.511622136123189e-08
146.0,4.041453088677978e-08
146.5,3.6112984282493815e-08
147.0,3.2111545580832456e-08
147.5,2.8510250749337225e-08
148.0,2.5209063820466597e-08
148.5,2.230802076176211e-08
149.0,1.9507013670599152e-08
149.5,1.7106150449602335e-08
150.0,1.4905359163688583e-08
150.5,1.29046398128579e-08
151.0,1.1103992397110286e-08
151.5,9.483409722937433e-09
152.0,8.022884596831036e-09
152.5,6.71241342203694e-09
153.0,5.541992601800991e-09
153.5,4.491614942614882e-09
154.0,3.5512768477244613e-09
154.5,2.7309819138838814e-09
155.0,1.990715754076529e-09
155.5,1.3304783683024038e-09
156.0,7.692765903943974e-10
156.5,2.6409495430965007e-10
157.0,-1.7606330287310006e-10
157.5,-5.471967424521916e-10
158.0,-8.763150756638388e-10
158.5,-1.1604172234817958e-09
159.0,-1.3904999488273241e-09
159.5,-1.5905718839103927e-09
160.0,-1.750629431976847e-09
160.5,-1.8806761897808418e-09
161.0,-1.990715754076529e-09
161.5,-2.0807481248639095e-09
162.0,-2.1407697053888304e-09
162.5,-2.1807840924054435e-09
163.0,-2.210794882667904e-09
163.5,-2.2207984794220575e-09
164.0,-2.2207984794220575e-09
164.5,-2.210794882667904e-09
165.0,-2.1807840924054435e-09
165.5,-2.1507733021429832e-09
166.0,-2.1207625118805234e-09
166.5,-2.0807481248639095e-09
167.0,-2.0307301410931422e-09
167.5,-1.980712157322376e-09
168.0,-1.920690576797455e-09
168.5,-1.870672593026688e-09
169.0,-1.8106510125017675e-09
169.5,-1.750629431976847e-09
170.0,-1.6906078514519265e-09
170.5,-1.6205826741728527e-09
171.0,-1.5605610936479322e-09
171.5,-1.5005395131230117e-09
172.0,-1.4405179325980914e-09
172.5,-1.3804963520731708e-09
173.0,-1.3204747715482503e-09
173.5,-1.2604531910233298e-09
174.0,-1.2004316104984095e-09
174.5,-1.140410029973489e-09
175.0,-1.0903920462027218e-09
175.5,-1.0403740624319547e-09
176.0,-9.85354280284111e-10
176.5,-9.363366561887594e-10
177.0,-8.893197514442383e-10
177.5,-8.433032063751326e-10
178.0,-7.992873806568577e-10
178.5,-7.572722742894132e-10
179.0,-7.172578872727997e-10
179.5,-6.792442196070167e-10
180.0,-6.42230911616649e-10
180.5,-6.072183229771121e-10
181.0,-5.742064536884058e-10
181.5,-5.431953037505303e-10
182.0,-5.121841538126547e-10
182.5,-4.841740829010252e-10
183.0,-4.5616401198939556e-10
183.5,-4.3115502010401205e-10
184.0,-4.0614602821862854e-10
184.5,-3.821373960086604e-10
185.0,-3.6012948314952284e-10
185.5,-3.3912192996580066e-10
186.0,-3.1911473645749384e-10
186.5,-3.001079026246024e-10
187.0,-2.821014284671262e-10
187.5,-2.650953139850654e-10
188.0,-2.500899188538353e-10
188.5,-2.3408416404718986e-10
189.0,-2.2007912859137504e-10
189.5,-2.0707445281097563e-10
190.0,-1.9507013670599152e-10
190.5,-1.8306582060100742e-10
191.0,-1.7206186417143868e-10
191.5,-1.620582674172853e-10
192.0,-1.5205467066313185e-10
192.5,-1.4305143358439378e-10
193.0,-1.3504855618107106e-10
193.5,-1.2704567877774834e-10
194.0,-1.2004316104984093e-10
194.5,-1.1404100299734889e-10
195.0,-1.0803884494485685e-10
195.5,-1.020366868923648e-10
196.0,-9.693485254774656e-11
196.5,-9.203309013821139e-11
197.0,-8.733139966375928e-11
197.5,-8.302985305947331e-11
198.0,-7.892837839027042e-11
198.5,-7.492693968860905e-11
199.0,-7.12256088895723e-11
199.5,-6.762431405807707e-11
200.0,-6.42230911616649e-11
